"Species","Latitude","Longitude","species","decimalLatitude","decimalLongitude"
NA,NA,NA,"Paracaprella pusilla",-21.3559944444444,-40.7230055555556
NA,NA,NA,"Tiburonella viscana",-21.5909797222222,-40.6166036111111
NA,NA,NA,"Symphurus tessellatus",-21.38583,-40.74
NA,NA,NA,"Chrysallida nioba",-21.381755,-40.330711
NA,NA,NA,"Ampelisca brevisimulata",-21.6090425,-40.6175694444444
NA,NA,NA,"Peprilus paru",-21.616188,-41.016581
NA,NA,NA,"Ctenogobius boleosoma",-21.616188,-41.016581
NA,NA,NA,"Notarius grandicassis",-21.616188,-41.016581
NA,NA,NA,"Emarginula tuberculosa",-21.381991,-40.258744
NA,NA,NA,"Dolioletta gegenbauri",-21.38583,-40.74
NA,NA,NA,"Leptogorgia violacea",-21.58833333,-40.52277778
NA,NA,NA,"Cosmotriphora arnoldoi",-21.381833,-40.330133
NA,NA,NA,"Dynamena quadridentata",-21.6021,-40.8486
NA,NA,NA,"Poecilia vivipara",-21.616188,-41.016581
NA,NA,NA,"Ampelisca brevisimulata",-21.6090380555556,-40.655235
NA,NA,NA,"Laguncularia racemosa",-21.3102,-40.9612
NA,NA,NA,"Tiburonella viscana",-21.4121472222222,-40.5255388888889
NA,NA,NA,"Nodipecten nodosus",-21.45,-40.833333
NA,NA,NA,"Nototriphora decorata",-21.392694,-40.262038
NA,NA,NA,"Pilumnoides hassleri",-21.5,-40.3
NA,NA,NA,"Polyschides tetraschistus",-21.471359,-40.811207
NA,NA,NA,"Tiburonella viscana",-21.3844144444444,-40.8072527777778
NA,NA,NA,"Ampelisca moreirai",-21.5590666666667,-40.7276361111111
NA,NA,NA,"Avicennia germinans",-21.3102,-40.9612
NA,NA,NA,"Eunice fucata",-21.345,-40.595
NA,NA,NA,"Muriceopsis sulphurea",-21.5,-41.05
NA,NA,NA,"Cyclaspis dolera",-21.3849688888889,-40.5237055555556
NA,NA,NA,"Graptacme semistriolata",-21.563382,-40.716662
NA,NA,NA,"Citharichthys macrops",-21.3963,-40.34697
NA,NA,NA,"Ampelisca brevisimulata",-21.586615,-40.5562222222222
NA,NA,NA,"Stellifer brasiliensis",-21.616188,-41.016581
NA,NA,NA,"Sertularia marginata",-21.6021,-40.8486
NA,NA,NA,"Ampelisca brevisimulata",-21.5646027777778,-40.4328361111111
NA,NA,NA,"Phyllodoce madeirensis",-21.5,-40.3
NA,NA,NA,"Paradialychone americana",-21.5636111,-40.7170881
NA,NA,NA,"Tiburonella viscana",-21.565125,-40.4292333333333
NA,NA,NA,"Aiolochroia crassa",-21.5,-40.3
NA,NA,NA,"Corbula operculata",-21.517,-40.3
NA,NA,NA,"Onychocorycaeus giesbrechti",-21.38583,-40.74
NA,NA,NA,"Udotea dixonii",-21.334,-40.85
NA,NA,NA,"Astrangia rathbuni",-21.57291667,-40.61660278
NA,NA,NA,"Tiburonella viscana",-21.6090380555556,-40.655235
NA,NA,NA,"Parviturbo weberi",-21.425375,-40.528442
NA,NA,NA,"Paralonchurus brasiliensis",-21.45,-40.8333
NA,NA,NA,"Iniforis pseudothomae",-21.381755,-40.330711
NA,NA,NA,"Paradialychone americana",-21.4717414,-40.8114806
NA,NA,NA,"Macrodon ancylodon",-21.616188,-41.016581
NA,NA,NA,"Amphissa cancellata",-21.383077,-40.254641
NA,NA,NA,"Aliger gallus",-21.5,-40.3
NA,NA,NA,"Exhippolysmata oplophoroides",-21.311729,-40.958184
NA,NA,NA,"Chevalia mexicana",-21.5884416666667,-40.5230305555556
NA,NA,NA,"Citharichthys spilopterus",-21.616188,-41.016581
NA,NA,NA,"Ampelisca brevisimulata",-21.5647444444444,-40.923375
NA,NA,NA,"Phrontis alba",-21.517,-40.3
NA,NA,NA,"Myctophum nitidulum",-21.3963,-40.34697
NA,NA,NA,"Cynoscion virescens",-21.616188,-41.016581
NA,NA,NA,"Ophiomyxa flaccida",-21.517,-40.3
NA,NA,NA,"Modulus modulus",-21.381755,-40.330711
NA,NA,NA,"Ampelisca brevisimulata",-21.5702083333333,-40.9233722222222
NA,NA,NA,"Plexaurella grandiflora",-21.5,-41.05
NA,NA,NA,"Ampelisca pseudobicarinata",-21.3844027777778,-40.5317833333333
NA,NA,NA,"Arene microforis",-21.383077,-40.254641
NA,NA,NA,"Tonna galea",-21.45,-40.833333
NA,NA,NA,"Dictyopteris justii",-21.334,-40.85
NA,NA,NA,"Phtisica marina",-21.3818333333333,-40.6236416666667
NA,NA,NA,"Cerithiopsis flava",-21.381833,-40.330133
NA,NA,NA,"Ctenogobius smaragdus",-21.616188,-41.016581
NA,NA,NA,"Metaxia excelsa",-21.425375,-40.528442
NA,NA,NA,"Callinectes danae",-21.6166666667,-41.0166666667
NA,NA,NA,"Phtisica marina",-21.3817861111111,-40.6349766666667
NA,NA,NA,"Hemiliostraca auricincta",-21.381833,-40.330133
NA,NA,NA,"Tiburonella viscana",-21.6099397222222,-40.6166036111111
NA,NA,NA,"Domecia acanthophora",-21.6090425,-40.6214325
NA,NA,NA,"Eucidaris tribuloides",-21.5,-40.3
NA,NA,NA,"Puelche orensanzi",-21.5777205555556,-40.5880805555556
NA,NA,NA,"Calliostoma hassler",-21.381755,-40.330711
NA,NA,NA,"Granulina ovuliformis",-21.425375,-40.528442
NA,NA,NA,"Triphora atlantica",-21.425375,-40.528442
NA,NA,NA,"Bregmaceros atlanticus",-21.404,-40.23433
NA,NA,NA,"Graptacme calamus",-21.471359,-40.811207
NA,NA,NA,"Turbonilla capixaba",-21.383077,-40.254641
NA,NA,NA,"Codium spongiosum",-21.334,-40.85
NA,NA,NA,"Plumularia lagenifera",-21.6021,-40.8486
NA,NA,NA,"Phrontis alba",-21.381833,-40.330133
NA,NA,NA,"Triphora atlantica",-21.381755,-40.330711
NA,NA,NA,"Bagre bagre",-21.616188,-41.016581
NA,NA,NA,"Similiphora intermedia",-21.425375,-40.528442
NA,NA,NA,"Eucinostomus harengulus",-21.616188,-41.016581
NA,NA,NA,"Alvania auberiana",-21.381833,-40.330133
NA,NA,NA,"Anchovia clupeoides",-21.616188,-41.016581
NA,NA,NA,"Gobioides broussonnetii",-21.616188,-41.016581
NA,NA,NA,"Ampelisca brevisimulata",-21.565125,-40.4327638888889
NA,NA,NA,"Microphoxus uroserratus",-21.6081394444444,-40.6166036111111
NA,NA,NA,"Nassarina thetys",-21.424358,-40.594114
NA,NA,NA,"Stypopodium zonale",-21.334,-40.85
NA,NA,NA,"Doliolum nationalis",-21.404,-40.23433
NA,NA,NA,"Gymnura micrura",-21.616188,-41.016581
NA,NA,NA,"Plocamium brasiliense",-21.5,-40.3
NA,NA,NA,"Littoraria angulifera",-21.314401,-40.956927
NA,NA,NA,"Tiburonella viscana",-21.6090425,-40.6214325
NA,NA,NA,"Cyclaspis striata",-21.4672419444444,-40.8692452777778
NA,NA,NA,"Stenella frontalis",-21.616667,-40.916668
NA,NA,NA,"Metaxia rugulosa",-21.381991,-40.258744
NA,NA,NA,"Ampelisca brevisimulata",-21.3844144444444,-40.7154666666667
NA,NA,NA,"Renilla muelleri",-21.35,-40.6
NA,NA,NA,"Amphissa acuminata",-21.381991,-40.258744
NA,NA,NA,"Ampelisca brevisimulata",-21.5646027777778,-40.7233055555556
NA,NA,NA,"Metatiron bonaerensis",-21.6090425,-40.6214325
NA,NA,NA,"Callpita eucymata",-21.517,-40.3
NA,NA,NA,"Rhizophora mangle",-21.3074,-40.9604
NA,NA,NA,"Penaeus brasiliensis",-21.4667,-40.9667
NA,NA,NA,"Fustiaria liodon",-21.563382,-40.716662
NA,NA,NA,"Prunum bahiense",-21.517,-40.3
NA,NA,NA,"Macrosetella gracilis",-21.404,-40.23433
NA,NA,NA,"Pseudobatos percellens",-21.4667,-40.9667
NA,NA,NA,"Ampelisca brevisimulata",-21.565125,-40.923375
NA,NA,NA,"Astrangia rathbuni",-21.60904167,-40.62143056
NA,NA,NA,"Evorthodus lyricus",-21.616188,-41.016581
NA,NA,NA,"Puncturella granulata",-21.383077,-40.254641
NA,NA,NA,"Sertularia perpusilla",-21.6021,-40.8486
NA,NA,NA,"Micropogonias furnieri",-21.6,-40.6
NA,NA,NA,"Conodon nobilis",-21.616188,-41.016581
NA,NA,NA,"Phosinella cancellata",-21.381833,-40.330133
NA,NA,NA,"Ampelisca moreirai",-21.3843544444444,-40.3377027777778
NA,NA,NA,"Paracalanus quasimodo",-21.404,-40.23433
NA,NA,NA,"Genidens genidens",-21.616188,-41.016581
NA,NA,NA,"Weinkauffia macandrewii",-21.517,-40.3
NA,NA,NA,"Ophiomyxa flaccida",-21.5,-40.3
NA,NA,NA,"Paraleiopus macrochelis",-21.6090425,-40.6175694444444
NA,NA,NA,"Cosmotriphora arnoldoi",-21.425375,-40.528442
NA,NA,NA,"Iliacantha sparsa",-21.5,-40.3
NA,NA,NA,"Turbonilla pupoides",-21.381833,-40.330133
NA,NA,NA,"Clytia gracilis",-21.6021,-40.8486
NA,NA,NA,"Pennaria disticha",-21.6021,-40.8486
NA,NA,NA,"Ampelisca flabellicaudata",-21.3839147222222,-40.3281972222222
NA,NA,NA,"Anadyomene stellata",-21.5,-40.3
NA,NA,NA,"Boridia grossidens",-21.45,-40.8333
NA,NA,NA,"Cadulus parvus",-21.381991,-40.258744
NA,NA,NA,"Fustiaria liodon",-21.608888,-40.655
NA,NA,NA,"Parviturbo weberi",-21.381755,-40.330711
NA,NA,NA,"Puelche orensanzi",-21.6090413888889,-40.6359191666667
NA,NA,NA,"Triphora atlantica",-21.392694,-40.262038
NA,NA,NA,"Flaccisagitta enflata",-21.3875,-40.7444444444
NA,NA,NA,"Polyschides tetraschistus",-21.577719,-40.58808
NA,NA,NA,"Brevoortia tyrannus",-21.616188,-41.016581
NA,NA,NA,"Streptodonta fauchaldi",-21.564583333333,-40.715
NA,NA,NA,"Pachygrapsus transversus",-21.311729,-40.958184
NA,NA,NA,"Paradialychone americana",-21.5638889,-40.7063439
NA,NA,NA,"Oikopleura (Coecaria) longicauda",-21.3875,-40.7444444444
NA,NA,NA,"Ampelisca pseudobicarinata",-21.4121166666667,-40.2525480555556
NA,NA,NA,"Ampelisca moreirai",-21.5591555555556,-40.4327583333333
NA,NA,NA,"Beania americana",-21.46615,-40.9406916666667
NA,NA,NA,"Microphoxus uroserratus",-21.5909797222222,-40.6166036111111
NA,NA,NA,"Ampelisca brevisimulata",-21.6081394444444,-40.6166036111111
NA,NA,NA,"Hepatus pudibundus",-21.311729,-40.958184
NA,NA,NA,"Anchoa spinifer",-21.616188,-41.016581
NA,NA,NA,"Cyclaspis striata",-21.4121027777778,-40.960425
NA,NA,NA,"Cyclaspis oxyura",-21.5651694444444,-40.3448111111111
NA,NA,NA,"Spathochlamys benedicti",-21.517,-40.3
NA,NA,NA,"Conodon nobilis",-21.45,-40.8333
NA,NA,NA,"Microlaimus vitorius",-21.311111111111,-40.796111111111
NA,NA,NA,"Similiphora intermedia",-21.381991,-40.258744
NA,NA,NA,"Microlaimus alexandri",-21.310833333333,-40.796944444444
NA,NA,NA,"Ampelisca brevisimulata",-21.5909797222222,-40.6166036111111
NA,NA,NA,"Tiburonella viscana",-21.4121027777778,-40.5180861111111
NA,NA,NA,"Metharpinia taylorae",-21.564444444444,-40.715
NA,NA,NA,"Bullata largillieri",-21.5,-40.3
NA,NA,NA,"Caranx latus",-21.616188,-41.016581
NA,NA,NA,"Paradialychone americana",-21.470915,-40.8122639
NA,NA,NA,"Trachinotus goodei",-21.616188,-41.016581
NA,NA,NA,"Puelche orensanzi",-21.5909797222222,-40.6166036111111
NA,NA,NA,"Trinectes paulistanus",-21.616188,-41.016581
NA,NA,NA,"Phyllodoce bipapillosa",-21.393888888889,-40.260277777778
NA,NA,NA,"Calliostoma caribbechinatum",-21.517,-40.3
NA,NA,NA,"Similiphora intermedia",-21.381833,-40.330133
NA,NA,NA,"Astrangia rathbuni",-21.58833333,-40.52277778
NA,NA,NA,"Oikopleura (Coecaria) intermedia",-21.3875,-40.7444444444
NA,NA,NA,"Microphoxus breviramus",-21.6090413888889,-40.6359191666667
NA,NA,NA,"Gobionellus stomatus",-21.616188,-41.016581
NA,NA,NA,"Hygophum taaningi",-21.3875,-40.7444444444
NA,NA,NA,"Cyclaspis striata",-21.5704583333333,-40.8692291666667
NA,NA,NA,"Coriophora novem",-21.425375,-40.528442
NA,NA,NA,"Epitonium novangliae",-21.381755,-40.330711
NA,NA,NA,"Cylichna discus",-21.392694,-40.262038
NA,NA,NA,"Dulichiella appendiculata",-21.6090425,-40.6214325
NA,NA,NA,"Ampelisca pseudobicarinata",-21.4121472222222,-40.5241888888889
NA,NA,NA,"Cardites micellus",-21.517,-40.3
NA,NA,NA,"Microphoxus breviramus",-21.6090425,-40.6156377777778
NA,NA,NA,"Chevalia convexa",-21.5,-40.3
NA,NA,NA,"Beania americana",-21.4109,-40.42354
NA,NA,NA,"Ebalia stimpsoni",-21.6090413888889,-40.6359191666667
NA,NA,NA,"Ampelisca brevisimulata",-21.5729169444444,-40.6166036111111
NA,NA,NA,"Anatoma alternatisculpta",-21.381833,-40.330133
NA,NA,NA,"Turbonilla virgulinoi",-21.381833,-40.330133
NA,NA,NA,"Microphoxus uroserratus",-21.6090425,-40.6214325
NA,NA,NA,"Lubbockia squillimana",-21.404,-40.23433
NA,NA,NA,"Cerithiopsis flava",-21.383102,-40.254305
NA,NA,NA,"Paradialychone americana",-21.5638428,-40.7170881
NA,NA,NA,"Eunice donathi",-21.3502222,-40.5833611
NA,NA,NA,"Ctenocalanus citer",-21.404,-40.23433
NA,NA,NA,"Ancinus brasiliensis",-21.6081394444444,-40.6166036111111
NA,NA,NA,"Lutjanus jocu",-21.407671,-40.980774
NA,NA,NA,"Calanopia americana",-21.3875,-40.7444444444
NA,NA,NA,"Microphis lineatus",-21.616188,-41.016581
NA,NA,NA,"Parathelepus praecox",-21.466111111111,-40.940555555556
NA,NA,NA,"Dinophysis caudata",-21.6013,-40.8582
NA,NA,NA,"Microphoxus uroserratus",-21.6045269444444,-40.6166036111111
NA,NA,NA,"Oithona plumifera",-21.404,-40.23433
NA,NA,NA,"Episiphon sowerbyi",-21.383077,-40.254641
NA,NA,NA,"Cavilinga blanda",-21.517,-40.3
NA,NA,NA,"Doliolum nationalis",-21.3875,-40.7444444444
NA,NA,NA,"Cerithiopsis fusiformis",-21.381833,-40.330133
NA,NA,NA,"Oncaea venusta",-21.404,-40.23433
NA,NA,NA,"Lepidonotus tenuisetosus",-21.5,-40.3
NA,NA,NA,"Micropogonias furnieri",-21.4667,-40.9667
NA,NA,NA,"Arene bairdii",-21.381991,-40.258744
NA,NA,NA,"Temora stylifera",-21.3875,-40.7444444444
NA,NA,NA,"Ebalia stimpsoni",-21.6045269444444,-40.6166036111111
NA,NA,NA,"Munida spinifrons",-21.5,-40.3
NA,NA,NA,"Ferosagitta hispida",-21.3875,-40.7444444444
NA,NA,NA,"Gadila dominguensis",-21.5,-40.3
NA,NA,NA,"Boridia grossidens",-21.5333,-40.6833
NA,NA,NA,"Pseudofabriciola sofla",-21.3243625,-40.6236775
NA,NA,NA,"Natatolana gracilis",-21.6090425,-40.6175694444444
NA,NA,NA,"Pseudobatos percellens",-21.45,-40.8333
NA,NA,NA,"Cylichna discus",-21.381991,-40.258744
NA,NA,NA,"Epitonium occidentale",-21.517,-40.3
NA,NA,NA,"Obelia geniculata",-21.6021,-40.8486
NA,NA,NA,"Trinectes fimbriatus",-21.616188,-41.016581
NA,NA,NA,"Ampelisciphotis podophthalma",-21.6,-40.5833333333
NA,NA,NA,"Caretta caretta",-21.5,-40.5
NA,NA,NA,"Fustiaria liodon",-21.383749,-40.713007
NA,NA,NA,"Graptacme calamus",-21.56899,-40.427122
NA,NA,NA,"Callpita eucymata",-21.5,-40.3
NA,NA,NA,"Turritella hookeri",-21.5,-40.3
NA,NA,NA,"Anadara notabilis",-21.517,-40.3
NA,NA,NA,"Syngnathus folletti",-21.616188,-41.016581
NA,NA,NA,"Paralonchurus brasiliensis",-21.616188,-41.016581
NA,NA,NA,"Paralonchurus brasiliensis",-21.4667,-40.9667
NA,NA,NA,"Oligoplites saliens",-21.616188,-41.016581
NA,NA,NA,"Penaeus notialis",-21.4667,-40.9667
NA,NA,NA,"Cosmotriphora melanura",-21.381833,-40.330133
NA,NA,NA,"Euvola chazaliei",-21.517,-40.3
NA,NA,NA,"Turbonilla virgulinoi",-21.392694,-40.262038
NA,NA,NA,"Globivenus foresti",-21.517,-40.3
NA,NA,NA,"Puelche orensanzi",-21.6090380555556,-40.5779722222222
NA,NA,NA,"Ampelisca brevisimulata",-21.6099397222222,-40.6166036111111
NA,NA,NA,"Scorpaena plumieri",-21.407671,-40.980774
NA,NA,NA,"Nisiturris fluminensis",-21.381991,-40.258744
NA,NA,NA,"Puelche orensanzi",-21.6099397222222,-40.6166036111111
NA,NA,NA,"Dulichiella appendiculata",-21.5884416666667,-40.1669444444444
NA,NA,NA,"Menticirrhus americanus",-21.616188,-41.016581
NA,NA,NA,"Turbonilla virgulinoi",-21.381991,-40.258744
NA,NA,NA,"Eurydice convexa",-21.6090425,-40.6214325
NA,NA,NA,"Stellifer stellifer",-21.616188,-41.016581
NA,NA,NA,"Puelche orensanzi",-21.6090425,-40.6117747222222
NA,NA,NA,"Paraleiopus macrochelis",-21.6045269444444,-40.6166036111111
NA,NA,NA,"Centropages furcatus",-21.3875,-40.7444444444
NA,NA,NA,"Assiminea succinea",-21.381833,-40.330133
NA,NA,NA,"Phoxocephalopsis zimmeri",-21.5777205555556,-40.5880805555556
NA,NA,NA,"Phoxocephalopsis zimmeri",-21.6045269444444,-40.6166036111111
NA,NA,NA,"Laevicardium pictum",-21.517,-40.3
NA,NA,NA,"Antalis taphria",-21.517,-40.3
NA,NA,NA,"Beania americana",-21.4660191666667,-40.9397219444444
NA,NA,NA,"Aesopus obesus",-21.588333,-40.522777
NA,NA,NA,"Steironepion minus",-21.381833,-40.330133
NA,NA,NA,"Aglaophenia trifida",-21.6021,-40.8486
NA,NA,NA,"Episcynia inornata",-21.381833,-40.330133
NA,NA,NA,"Mecynocera clausi",-21.404,-40.23433
NA,NA,NA,"Microphoxus uroserratus",-21.5763316666667,-40.5880805555556
NA,NA,NA,"Strongylura marina",-21.616188,-41.016581
NA,NA,NA,"Dormitator maculatus",-21.616188,-41.016581
NA,NA,NA,"Rhizophora mangle",-21.3091,-40.9594
NA,NA,NA,"Microphoxus uroserratus",-21.5729169444444,-40.6166036111111
NA,NA,NA,"Sphoeroides testudineus",-21.616188,-41.016581
NA,NA,NA,"Acartia (Acartia) danae",-21.404,-40.23433
NA,NA,NA,"Cosmotriphora arnoldoi",-21.381755,-40.330711
NA,NA,NA,"Microlissa brasiliensis",-21.5,-40.3
NA,NA,NA,"Caulerpa kempfii",-21.5,-40.3
NA,NA,NA,"Eulima bifasciata",-21.383102,-40.254305
NA,NA,NA,"Callinectes ornatus",-21.6166666667,-41.0166666667
NA,NA,NA,"Cyclaspis striata",-21.6000003815,-40.5830001831
NA,NA,NA,"Chilomycterus spinosus",-21.616188,-41.016581
NA,NA,NA,"Munida irrasa",-21.3818861111111,-40.7216722222222
NA,NA,NA,"Turbonilla obsoleta",-21.392694,-40.262038
NA,NA,NA,"Puncturella granulata",-21.381991,-40.258744
NA,NA,NA,"Pagrus pagrus",-21.3333,-40.3167
NA,NA,NA,"Microphoxus uroserratus",-21.6099397222222,-40.6166036111111
NA,NA,NA,"Farranula gracilis",-21.404,-40.23433
NA,NA,NA,"Caelatura spirocordata",-21.5375,-40.31666667
NA,NA,NA,"Caranx hippos",-21.616188,-41.016581
NA,NA,NA,"Micropogonias furnieri",-21.5833,-40.9167
NA,NA,NA,"Cathorops spixii",-21.616188,-41.016581
NA,NA,NA,"Tiburonella viscana",-21.586615,-40.5562222222222
NA,NA,NA,"Mycale (Mycale) quadripartita",-21.517,-40.3
NA,NA,NA,"Parona signata",-21.616188,-41.016581
NA,NA,NA,"Pycnotheca mirabilis",-21.6021,-40.8486
NA,NA,NA,"Cadulus nerta",-21.381833,-40.330133
NA,NA,NA,"Phoxocephalopsis zimmeri",-21.6090380555556,-40.5779722222222
NA,NA,NA,"Upogebia brasiliensis",-21.311729,-40.958184
NA,NA,NA,"Metatiron brevidactylus",-21.5909797222222,-40.6166036111111
NA,NA,NA,"Paradialychone americana",-21.3834147,-40.7129922
NA,NA,NA,"Ophioscion punctatissimus",-21.616188,-41.016581
NA,NA,NA,"Polyschides tetraschistus",-21.588333,-40.522777
NA,NA,NA,"Turritella exoleta",-21.381833,-40.330133
NA,NA,NA,"Ampelisca pseudobicarinata",-21.565125,-40.4327638888889
NA,NA,NA,"Lobophora variegata",-21.329,-40.333
NA,NA,NA,"Cyclaspis striata",-21.4673727777778,-40.9390111111111
NA,NA,NA,"Clausocalanus furcatus",-21.3875,-40.7444444444
NA,NA,NA,"Metaxia taeniolata",-21.381833,-40.330133
NA,NA,NA,"Microphoxus uroserratus",-21.6090380555556,-40.5779722222222
NA,NA,NA,"Clausocalanus furcatus",-21.38583,-40.74
NA,NA,NA,"Episiphon sowerbyi",-21.383195,-40.713048
NA,NA,NA,"Paraleiopus macrochelis",-21.6090413888889,-40.5972880555556
NA,NA,NA,"Ampelisca brevisimulata",-21.6090425,-40.6117747222222
NA,NA,NA,"Mustelus schmitti",-21.4667,-40.9667
NA,NA,NA,"Callinectes ornatus",-21.311729,-40.958184
NA,NA,NA,"Conodon nobilis",-21.45,-40.6667
NA,NA,NA,"Metaxia excelsa",-21.381755,-40.330711
NA,NA,NA,"Ctenogobius shufeldti",-21.616188,-41.016581
NA,NA,NA,"Pagrus pagrus",-21.45,-40.6667
NA,NA,NA,"Oithona plumifera",-21.3875,-40.7444444444
NA,NA,NA,"Calyptolana hancocki",-21.6090425,-40.6175694444444
NA,NA,NA,"Cadulus nerta",-21.381991,-40.258744
NA,NA,NA,"Ampelisca brevisimulata",-21.6090413888889,-40.5972880555556
NA,NA,NA,"Acteocina lepta",-21.392694,-40.262038
NA,NA,NA,"Conodon nobilis",-21.4667,-40.9667
NA,NA,NA,"Phyllogorgia dilatata",-21.5,-41.05
NA,NA,NA,"Acanthocarpus alexandri",-21.4236833333333,-40.2218333333333
NA,NA,NA,"Atherinella brasiliensis",-21.616188,-41.016581
NA,NA,NA,"Nototriphora decorata",-21.425375,-40.528442
NA,NA,NA,"Parasagitta friderici",-21.3875,-40.7444444444
NA,NA,NA,"Acteocina candei",-21.392694,-40.262038
NA,NA,NA,"Penaeus brasiliensis",-21.45,-40.8333
NA,NA,NA,"Tiburonella viscana",-21.5633805555556,-40.819675
NA,NA,NA,"Luidia alternata",-21.5,-40.3
NA,NA,NA,"Muriceopsis metaclados",-21.5,-40.3
NA,NA,NA,"Archosargus probatocephalus",-21.616188,-41.016581
NA,NA,NA,"Turritella exoleta",-21.5,-40.3
NA,NA,NA,"Ampelisca cristata",-21.5884416666667,-40.5230305555556
NA,NA,NA,"Pollichthys mauli",-21.3875,-40.7444444444
NA,NA,NA,"Symphurus tessellatus",-21.616188,-41.016581
NA,NA,NA,"Loxopagurus loxochelis",-21.311729,-40.958184
NA,NA,NA,"Arca zebra",-21.517,-40.3
NA,NA,NA,"Parasagitta tenuis",-21.3875,-40.7444444444
NA,NA,NA,"Laguncularia racemosa",-21.3074,-40.9604
NA,NA,NA,"Monostaechas fisheri",-21.6021,-40.8486
NA,NA,NA,"Nannocalanus minor",-21.404,-40.23433
NA,NA,NA,"Similiphora intermedia",-21.381755,-40.330711
NA,NA,NA,"Mokumea albovittata",-21.517,-40.3
NA,NA,NA,"Anatoma americana",-21.381991,-40.258744
NA,NA,NA,"Iniforis pseudothomae",-21.381833,-40.330133
NA,NA,NA,"Calocalanus pavoninus",-21.404,-40.23433
NA,NA,NA,"Doliolum nationalis",-21.38583,-40.74
NA,NA,NA,"Anatoma alternatisculpta",-21.381991,-40.258744
NA,NA,NA,"Trachinotus carolinus",-21.616188,-41.016581
NA,NA,NA,"Megalomphalus troudei",-21.381833,-40.330133
NA,NA,NA,"Bebryce cinerea",-21.35,-40.71666667
NA,NA,NA,"Conopea galeata",-21.311729,-40.958184
NA,NA,NA,"Achelous spinicarpus",-21.4236833333333,-40.2218333333333
NA,NA,NA,"Sympterygia acuta",-21.616188,-41.016581
NA,NA,NA,"Metaxia rugulosa",-21.381755,-40.330711
NA,NA,NA,"Mustelus schmitti",-21.45,-40.8333
NA,NA,NA,"Brissopsis atlantica",-21.374,-40.457
NA,NA,NA,"Mokumea albovittata",-21.381833,-40.330133
NA,NA,NA,"Ericthonius punctatus",-21.6045269444444,-40.6166036111111
NA,NA,NA,"Cyclaspis striata",-21.6090425,-40.6214325
NA,NA,NA,"Paraleiopus macrochelis",-21.5777205555556,-40.5880805555556
NA,NA,NA,"Ophioderma appressum",-21.517,-40.3
NA,NA,NA,"Urocorycaeus lautus",-21.404,-40.23433
NA,NA,NA,"Cyclaspis striata",-21.6090380555556,-40.655235
NA,NA,NA,"Turritella exoleta",-21.517,-40.3
NA,NA,NA,"Epitonium novangliae",-21.392694,-40.262038
NA,NA,NA,"Graptacme calamus",-21.4109,-40.42354
NA,NA,NA,"Dermochelys coriacea",-21.5,-40.5
NA,NA,NA,"Cyclaspis striata",-21.4673658333333,-40.6219722222222
NA,NA,NA,"Caulerpa cupressoides",-21.334,-40.85
NA,NA,NA,"Phtisica marina",-21.3818861111111,-40.8393388888889
NA,NA,NA,"Stellifer rastrifer",-21.616188,-41.016581
NA,NA,NA,"Leodice marcusi",-21.3502222,-40.5833611
NA,NA,NA,"Nototriphora decorata",-21.381833,-40.330133
NA,NA,NA,"Cerithiopsis flava",-21.381991,-40.258744
NA,NA,NA,"Mycale (Mycale) quadripartita",-21.5170002,-40.29999924
NA,NA,NA,"Synodus synodus",-21.404,-40.23433
NA,NA,NA,"Odontognathus mucronatus",-21.616188,-41.016581
NA,NA,NA,"Beania americana",-21.4713591666667,-40.8112066666667
NA,NA,NA,"Triphora ellyae",-21.425375,-40.528442
NA,NA,NA,"Pitar fulminatus",-21.517,-40.3
NA,NA,NA,"Larimus breviceps",-21.616188,-41.016581
NA,NA,NA,"Ampelisca pseudobicarinata",-21.3843544444444,-40.7149722222222
NA,NA,NA,"Cosmotriphora melanura",-21.425375,-40.528442
NA,NA,NA,"Paradialychone americana",-21.4108736,-40.4241169
NA,NA,NA,"Vitreolina arcuata",-21.381755,-40.330711
NA,NA,NA,"Chiriscus australis",-21.6090380555556,-40.5779722222222
NA,NA,NA,"Phrontis alba",-21.383077,-40.254641
